Nr	Sent	score	fi	punc	adv	itj	other	blocked
649	– »Ja, und daß es so an den Tag kommen muß,« versetzte Kapp; »das wird kein kleiner Ärger für Frau Margreth sein,«	1	1	0	1	0	0	true
650	Gib mir den Jungen gleich mit, ich habe zwei Säcke aus der Mühle zu holen; der kleinste ist ihm grad recht, und so lernt er mir zur Hand gehen.	3	0	0	3	0	0	true
651	– Friedrich – Friedrich, antworte doch, soll ich zum Doktor?«	1	0	1	1	0	0	true
652	– Die Untersuchung war kurz, gewaltsamer Tod erwiesen, der vermutliche Täter entflohen, die Anzeigen gegen ihn zwar gravierend, doch ohne persönliches Geständnis nicht beweisend, seine Flucht allerdings sehr verdächtig.	4	0	0	4	0	0	true
653	So hatte er ziemlich das Ansehen eines feurigen Mannes, der unter dem gestohlenen Sacke büßt; Friedrich ihm nach, fein und schlank für sein Alter, mit zarten, fast edlen Zügen und langen blonden Locken, die besser gepflegt waren, als sein übriges Äußere erwarten ließ; übrigens zerlumpt, sonneverbrannt und mit dem Ausdruck der Vernachlässigung und einer gewissen rohen Melancholie in den Zügen.	4	0	0	4	0	0	false
654	– »Geht,« sagte er matt; »ich muß schlafen, dann geht's vorüber.«	1	0	0	1	0	0	true
655	So mußte die gerichtliche Verhandlung ohne genügenden Erfolg geschlossen werden.	1	0	0	1	0	0	false
656	– Mit diesen Worten stand der Gutsherr auf und verließ das Zimmer, um mit Herrn Kapp die gerichtliche Leichenschau vorzunehmen.	0	0	0	0	0	0	true
657	– Und bald sah Margreth den beiden nach, wie sie fortschritten, Simon voran, mit seinem Gesicht die Luft durchschneidend, während ihm die Schöße des roten Rocks wie Feuerflammen nachzogen.	1	0	0	1	0	0	true
658	Er legte sich zurück; sein Gesicht zuckte krampfhaft vor Schmerz; dann kehrte die Farbe wieder.	2	0	0	2	0	0	false
659	– Sie sah ihn starr an.	0	0	0	0	0	0	true
660	Das Haus der Witwe ward nie leer von Jammernden und Ratenden.	1	0	0	1	0	0	false
661	Bis jetzt war wenig gesprochen worden.	3	1	0	1	0	0	false
662	Dennoch war eine große Familienähnlichkeit beider nicht zu verkennen, und wie Friedrich so langsam seinem Führer nachtrat, die Blicke fest auf denselben geheftet, der ihn gerade durch das Seltsame seiner Erscheinung anzog, erinnerte er unwillkürlich an jemand, der in einem Zauberspiegel das Bild seiner Zukunft mit verstörter Aufmerksamkeit betrachtet.	3	0	0	3	0	0	false
663	– »Frau Mergel,« sagte der Amtsschreiber ernst, »ist es gewiß, daß Friedrich um vier zu Hause kam und nicht wieder fortging?«	2	0	1	2	0	0	true
664	Die Juden der Umgegend hatten großen Anteil gezeigt.	0	0	0	0	0	0	false
665	Jetzt nahten die beiden sich der Stelle des Teutoburger Waldes, wo das Brederholz den Abhang des Gebirges niedersteigt und einen sehr dunkeln Grund ausfüllt.	4	1	0	2	0	0	false
666	Und fortgehen?	2	0	1	0	0	0	false
667	Durch den Mord ihres Glaubensgenossen aufs Äußerste erbittert, hatten sie weder Mühe noch Geld gespart, dem Täter auf die Spur zu kommen.	1	0	0	1	0	0	false
668	Plötzlich fragte Simon:	0	0	0	0	0	0	false
669	– wollte Gott, er könnt' es!«	0	0	1	0	0	0	true
670	»Fragt jedes Kind auf der Straße.	0	0	0	0	0	0	true
671	Seit Menschengedenken waren nicht so viel Juden beisammen in L. gesehen worden.	1	0	0	1	0	0	false
672	Simon schien nachdenkend, der Knabe zerstreut, und beide keuchten unter ihren Säcken.	0	0	0	0	0	0	false
673	Als dennoch alles nichts half und die gerichtliche Verhandlung für beendet erklärt worden war, erschien am nächsten Morgen eine Anzahl der angesehensten Israeliten im Schlosse, um dem gnädigen Herrn einen Handel anzutragen.	1	0	0	1	0	0	false
674	– Der Knabe antwortete nicht.	0	0	0	0	0	0	true
675	– »In Gottes Namen, ja, daß er ihn im Walde geschimpft und unsere Armut vorgeworfen hat, der Lump!	5	1	1	1	0	0	true
676	Man weiß sogar, daß einer derselben, gemeinhin der Wucherjoel genannt, einem seiner Kunden, der ihm mehrere Hunderte schuldete und den er für einen besonderslistigen Kerl hielt, Erlaß der ganzen Summe angeboten hatte, falls er ihm zur Verhaftung des Mergel verhelfen wolle; denn der Glaube war allgemein unter den Juden, daß der Täter nur mit guter Beihülfe entwischt und wahrscheinlich noch in der Umgegend sei.	5	0	0	5	0	0	false
677	»Trinkst dugern Branntwein?«	1	0	1	1	0	0	true
678	– »Hat er Euch nichts von Brandis erzählt?«	0	0	1	0	0	0	true
679	Gibt dir die Mutter zuweilen welchen?«	1	0	1	1	0	0	true
680	– Geht!« fuhr sie heftig fort; »seid Ihr gekommen, um ehrliche Leute zu beschimpfen?	2	0	2	0	0	0	true
681	So mitten im vollen Laube?« fragte der Gutsherr.	2	0	1	2	0	0	true
682	– »Die Mutter hat selbst keinen,« sagte Friedrich.	1	0	0	1	0	0	true
683	Der Gegenstand war die Buche, unter der Aarons Stab gefunden und wo der Mord wahrscheinlich verübt worden war.	0	0	0	0	0	0	false
684	»Ich frage, trinkst du gern Branntwein?	3	0	1	1	0	0	true
685	– Doch Gott verzeih mir, er ist tot!	2	0	1	0	0	0	true
686	– »Wollt ihr sie fällen?	2	0	1	0	0	0	true
687	– Sie wandte sich wieder zu ihrem Sohne; der Schreiber ging.	1	0	0	1	0	0	true
688	– »Aber wenn ich nun den Wald hauen lasse, so schadet es dem jungen Aufschlag.«	2	0	0	2	0	0	true
689	– Kennst du das Holz da vor uns?«	1	0	1	1	0	0	true
690	Geht!«	0	0	1	0	0	0	true
691	– »Nein, Ihro Gnaden, sie muß stehenbleiben im Winter und Sommer, solange ein Span daran ist.«	0	1	0	0	0	0	true
692	– »So, so, desto besser!	5	0	1	3	0	0	true
693	– Sie boten 200 Taler.	0	0	0	0	0	0	true
694	– »Weißt du auch, was darin vorgefallen ist?«	1	0	1	1	0	0	true
695	Ohne Beichte und Absolution!«	0	0	1	0	0	0	true
696	– »Friedrich, wie ist dir?« sagte die Mutter; »hast du wohl gehört?	5	1	2	1	0	0	true
697	– »Wollen wir sie doch nicht um gewöhnlichen Preis.«	1	0	0	1	0	0	true
698	– »Das ist das Brederholz.«	0	0	0	0	0	0	true
699	Schrecklich, schrecklich!	2	0	1	0	0	0	false
700	Darauf sah man an einem Abende wohl gegen sechzig Juden, ihren Rabbiner an der Spitze, in das Brederholz ziehen, alle schweigend und mit gesenkten Augen.	3	1	0	1	0	0	false
701	Indessen kamen sie der düstern Schlucht immer näher.	2	0	0	2	0	0	false
702	In diesem Augenblick trat Johannes Niemand in die Kammer; dünn und lang wie eine Hopfenstange, aber zerlumpt und scheu wie wir ihn vor fünf Jahren gesehen.	1	0	0	1	0	0	true
703	Sie blieben über eine Stunde im Walde und kehrten dann ebenso ernst und feierlich zurück, durch das Dorf B. bis in das Zellerfeld, wo sie sich zerstreuten und jeder seines Weges ging.	2	0	0	2	0	0	false
704	Der Handel ward geschlossen und allen Förstern streng eingeschärft, die Judenbuche auf keine Weise zu schädigen.	0	0	0	0	0	0	false
705	– Friedrich schwieg.	0	0	0	0	0	0	true
706	– »Mutter, Mutter, um Gottes willen laß mich schlafen; ich kann nicht mehr!«	1	0	1	1	0	0	true
707	»Friedrich,« stotterte er, »du sollst sogleich zum Ohm kommen; er hat Arbeit für dich; aber sogleich.«	3	0	0	3	0	0	true
708	Und wo war Friedrich?	2	0	1	0	0	0	false
709	– »Ja, jeden Abend zwei Rosenkränze.«	0	1	0	0	0	0	true
710	»Betet die Mutter noch so viel?«	2	0	1	2	0	0	true
711	Sein Gesicht war noch bleicher als gewöhnlich.	1	0	0	1	0	0	false
712	Am nächsten Morgen stand an der Buche mit dem Beil eingehauen:	0	0	0	0	0	0	false
713	hob Simon wieder an.	1	0	0	1	0	0	false
714	– »Ich komme nicht,« sagte er barsch, »ich bin krank.«	0	0	0	0	0	0	true
715	Er war bald verschollen, vergessen.	1	0	0	1	0	0	false
716	Und du betest mit?«	0	0	1	0	0	0	true
717	– »Du mußt aber kommen,« keuchte Johannes; »er hat gesagt, ich müßte dich mitbringen.«	1	0	0	1	0	0	true
718	– Friedrich drehte sich gegen die Wand.	0	0	0	0	0	0	true
719	Ohne Zweifel fort, weit genug, um die kurzen Arme einer so schwachen Polizei nicht mehr fürchten zu dürfen.	3	0	0	3	0	0	false
720	– »So?	3	0	1	1	0	0	true
721	Nur die arme Margreth blieb ungetröstet.	1	0	0	1	0	0	false
722	– »Die Mutter betet in der Dämmerung vor dem Essen den einen Rosenkranz, dann bin ich meist noch nicht wieder da mit den Kühen, und den andern im Bette, dann schlaf' ich gewöhnlich ein.«	6	0	0	6	0	0	true
723	»Das will ich doch sehen!«	1	0	1	1	0	0	true
724	Ohm Simon redete selten von ihm, und dann schlecht; die Judenfrau tröstete sich am Ende und nahm einen andern Mann.	1	0	0	1	0	0	false
725	– Der Knabe lachte halb verlegen mit einem durchtriebenen Seitenblick.	0	0	0	0	0	0	true
726	– Friedrich lachte höhnisch auf:	0	0	0	0	0	0	true
727	Diese letzten Worte wurden unter dem Schirme einer weiten Buche gesprochen, die den Eingang der Schlucht überwölbte.	0	0	0	0	0	0	false
728	– »Was fällt dir ein?« rief sie, »du kannst, du sollst nicht gehen!«	0	0	2	0	0	0	true
729	»Denken Sie sich, Kapp, der Mergel ist vielleicht unschuldig an dem Morde.	1	0	0	1	0	0	true
730	Es war jetzt ganz finster; das erste Mondviertel stand am Himmel, aber seine schwachen Schimmer dienten nur dazu, den Gegenständen, die sie zuweilen durch eine Lücke der Zweige berührten, ein fremdartiges Ansehen zu geben.	6	1	0	4	0	0	false
731	Etwa ein halbes Jahr nachher las der Gutsherr einige eben erhaltene Briefe in Gegenwart des Amtsschreibers.	7	2	0	3	0	0	false
732	– »So, so, Geselle!«	2	0	1	2	0	0	true
733	– »Laß ihn in Ruhe, er kann nicht,« seufzte Margreth, »du siehst ja, wie es steht.« – Sie ging auf einige Minuten hinaus; als sie zurückkam, war Friedrich bereits angekleidet.	2	1	0	2	0	0	true
734	– »Sonderbar, sonderbar!« sagte er.	0	0	1	0	0	0	true
735	– »Ach Gott,« seufzte die Mutter, »wenn die Kinder klein sind, treten sie uns in den Schoß, und wenn sie groß sind, ins Herz!«	0	0	1	0	1	0	true
736	Wissen Sie wohl, daß Ihr lieber Getreuer, Friedrich Mergel, den Juden mag ebensowenig erschlagen haben, als ich oder Sie?	5	1	1	3	0	0	true
737	So schritten beide rüstig voran, Simon mit dem festen Schritt des abgehärteten Wanderers, Friedrich schwankend und wie im Traum.	1	0	0	1	0	0	false
738	– »Was sein muß, schickt sich wohl,« versetzte er und war schon zur Türe hinaus mit Johannes.	4	2	0	2	0	0	true
739	Soeben schreibt mir der Präsident des Gerichtes zu P.: ›Le vrai n'est pas toujours vraisemblable; das erfahreich oft in meinem Berufe und jetzt neuerdings.	6	1	0	4	0	0	true
740	Friedrich hielt sich dicht hinter seinem Ohm; sein Odem ging schnell, und wer seine Züge hätte unterscheiden können, würde den Ausdruck einer ungeheuren, doch mehr phantastischen als furchtsamen Spannung darin wahrgenommen haben.	2	0	0	1	0	1	false
741	Ein Mitglied der Schlemmingschen Bande (die wir jetzt, nebenbei gesagt, größtenteils unter Schloß und Riegel haben), Lumpenmoises genannt, hat im letzten Verhöre ausgesagt, daß ihn nichts so sehr gereue, als der Mord eines Glaubensgenossen, Aaron, den er im Walde erschlagen und doch nur sechs Groschen bei ihm gefunden habe.	7	1	0	7	0	0	true
742	Baumwurzeln und schlüpfrige Stellen, wo sich das Wegwasser gesammelt, machten seinen Schritt unsicher; er war einige Male nahe daran, zu fallen.	0	0	0	0	0	0	false
743	Spur schien Licht geben wollen:	0	0	0	0	0	0	false
744	Die gerichtliche Untersuchung hatte ihren Anfang genommen, die Tat lag klar am Tage; über den Täter aber waren die Anzeigen so schwach, daß, obschon alle Umstände die Blaukittel dringend verdächtigten, man doch nicht mehr als Mutmaßungen wagen konnte.	4	0	0	4	0	0	false
745	Leider fehlen die Beweise, aber die Wahrscheinlichkeit ist groß.	2	0	0	2	0	0	false
746	Es kam ihm vor, als ob alles sich bewegte und die Bäume in den einzelnen Mondstrahlen bald zusammen, bald voneinander schwankten.	3	0	0	3	0	0	false
747	Eine	0	0	0	0	0	0	false
748	Was sagen Sie dazu?	2	0	1	0	0	0	false
749	Der Mond schien klar hinein und zeigte, daß hier noch vor kurzem die Axt unbarmherzig gewütet hatte.	4	1	0	2	0	0	false
750	Die Abwesenheit des Gutsherrn hatte den Gerichtschreiber genötigt, auf eigene Hand die Sache einzuleiten.	0	0	0	0	0	0	false
751	Aaron ist zwar ein verbreiteter Name usw.‹ – Was sagen Sie dazu?« wiederholte der Gutsherr; »und weshalb wäre der Esel von einem Burschen denn gelaufen?«	3	0	2	3	0	0	true
752	Leider ward das Verhör durch die Mittagsstunde unterbrochen, und während wir tafelten, hat sich der Hund von einem Juden an seinem Strumpfband erhängt.	1	0	0	1	0	0	true
753	Jetzt schien sich in einiger Entfernung das Dunkel zu brechen, und bald traten beide in eine ziemlich große Lichtung.	5	1	0	3	0	0	false
754	doch rechnete man aus Gründen wenig darauf.	2	0	0	2	0	0	false
755	Hirten, die in derselben Nacht gehütet, Knechte, die den Acker in der Nähe bestellt, alle standen stramm und fest, die Hände in den Taschen, gleichsam als stillschweigende Erklärung, daß sie nicht einzuschreiten gesonnen seien.	0	0	0	0	0	0	false
756	– »Nun, vielleicht der Holzfrevel wegen, mit denen wir ja gerade in Untersuchung waren.	6	1	0	4	0	0	true
757	In der Mitte der Lichtung stand eine alte Eiche, mehr breit als hoch; ein blasser Strahl, der durch die Zweige auf ihren Stamm fiel, zeigte, daß er hohl sei, was ihn wahrscheinlich vor der allgemeinen Zerstörung geschützt hatte.	1	0	0	1	0	0	false
758	Überall ragten Baumstümpfe hervor, manche mehrere Fuß über der Erde, wie sie gerade in der Eile am bequemsten zu durchschneiden gewesen waren; die verpönte Arbeit mußte unversehens unterbrochen worden sein, denn eine Buche lag quer über dem Pfad, in vollem Laube, ihre Zweige hoch über sich streckend und im Nachtwinde mit dennoch frischen Blättern zitternd.	5	0	0	5	0	0	false
759	Er saß am Tische; die Stube war gedrängt voll von Bauern, teils neugierigen, teils solchen, von denen man in Ermangelung eigentlicher Zeugen einigen Aufschluß zu erhalten hoffte.	4	1	0	2	0	0	false
760	– Der Amtsschreiber dachte nach.	0	0	0	0	0	0	true
761	Simon blieb einen Augenblick stehen und betrachtete den gefällten Stamm mit Aufmerksamkeit.	0	0	0	0	0	0	false
762	Ihre Aussagen waren völlig gleichlautend:	0	0	0	0	0	0	false
763	Mergels Gewissen war schmutzig genug auch ohne diesen Flecken.«	2	0	0	2	0	0	true
764	»Friedrich, kennst du den Baum?	2	0	1	0	0	0	true
765	Brandis habe sie am zehnten abends zur Runde bestellt, da ihm von einem Vorhaben der Blaukittel müsse Kunde zugekommen sein; doch habe er sich nur unbestimmt darüber geäußert.	3	0	0	3	0	0	false
766	Acht Forstbeamte wurden vernommen.	0	0	0	0	0	0	false
767	Heißt es nicht: der Böse läuft vor seinem eigenen Schatten?	2	0	1	0	0	0	false
768	Hier ergriff Simon plötzlich des Knaben Arm.	3	1	0	1	0	0	false
769	Friedrich war hin, verschwunden und – Johannes Niemand, der arme, unbeachtete Johannes, am gleichen Tage mit ihm.	0	0	0	0	0	0	true
770	– Friedrich fuhr zusammen und klammerte sich mit kalten Händen an seinen Ohm.	0	0	0	0	0	0	true
771	Gegen vier Uhr habe Brandis gesagt:	0	0	0	0	0	0	false
772	Dabei beruhigte man sich.	0	0	0	0	0	0	false
773	Das ist die breite Eiche.«	0	0	0	0	0	0	true
774	Um zwei Uhr in der Nacht seien sie ausgezogen und auf manche Spuren der Zerstörung gestoßen, die den Oberförster sehr übel gestimmt; sonst sei alles still gewesen.	2	0	0	2	0	0	false
775	– »Ohm, Ohm!« keuchte Friedrich.	0	0	1	0	0	0	true
776	– Als sie nun um den Bremerberg gewendet und zugleich der Wind umgeschlagen, habe man deutlich im Masterholz fällen gehört und aus der schnellen Folge der Schläge geschlossen, daß die Blaukittel am Werk seien.	2	0	0	2	0	0	true
777	Es war am Vorabende des Weihnachtfestes, den 24sten Dezember 1788.	0	0	0	0	0	0	false
778	– »Was fällt dir ein?	2	0	1	0	0	0	true
779	Eine schöne, lange Zeit war verflossen, achtundzwanzig Jahre, fast die Hälfte eines Menschenlebens; der Gutsherr war sehr alt und grau geworden, sein gutmütiger Gehülfe Kapp längst begraben.	3	0	0	3	0	0	false
780	– »Sieh,« fuhr Simon fort, »hier haben Ohm Franz und der Hülsmeyer deinen Vater gefunden, als er in der Betrunkenheit ohne Buße und Ölung zum Teufel gefahren war.«	1	1	0	1	0	0	true
781	»Wir sind angeführt, laßt unsheimgehen.«	0	0	0	0	0	0	true
782	Menschen, Tiere und Pflanzen waren entstanden, gereift, vergangen, nur Schloß B. sah immer gleich grau und vornehm auf die Hütten herab, die wie alte hektische Leute immer fallen zu wollen schienen und immer standen.	6	0	0	6	0	0	false
783	Nun folgte der Auftritt mit Friedrich.	1	0	0	1	0	0	false
784	Mitternacht war nahe, dennoch flimmerten überall matte Lichtchen aus den Schneehügeln, und in jedem Hause lagen die Einwohner auf den Knien, um den Eintritt des heiligen Christfestes mit Gebet zu erwarten, wie dies in katholischen Ländern Sitte ist, oder wenigstens damals allgemein war.	4	0	0	4	0	0	false
785	Satan von einem Jungen, du kneipst mir den Arm!	2	0	1	0	0	0	true
786	Man habe nun eine Weile beratschlagt, ob es tunlich sei, mit so geringer Macht die kühne Bande anzugreifen, und sich dann ohne bestimmten Entschluß dem Schalle langsam genähert.	3	0	0	3	0	0	false
787	Tiefer Schnee lag in den Hohlwegen, wohl an zwölf Fuß hoch, und eine durchdringende Frostluft machte die Fensterscheiben in der geheizten Stube gefrieren.	3	1	0	1	0	0	false
788	Du wirst dich doch nicht fürchten?	3	0	1	1	0	0	true
789	An der Mitte des Hanges stand er still, lehnte sich auf seinen Krückenstab und starrte unverwandt auf die Lichtpunkte.	0	0	0	0	0	0	false
790	Er suchte den Knaben abzuschütteln.	0	0	0	0	0	0	false
791	Alles sei vorüber gewesen, kein Laut mehr im Walde, von zwanzig gefällten Stämmen noch acht vorhanden, die übrigen bereits fortgeschafft.	4	0	0	4	0	0	false
792	Ferner: nachdem Brandis sie ohne Weisung fortgeschickt, seien sie eine Weile vorangeschritten und dann, als sie bemerkt, daß das Getöse im noch ziemlich weit entfernten Walde gänzlich aufgehört, stille gestanden, um den Oberförster zu erwarten.	5	0	0	5	0	0	false
793	Da bewegte sich von der Breder Höhe herab eine Gestalt langsam gegen das Dorf; der Wanderer schiensehr matt oder krank; er stöhnte schwer und schleppte sich äußerst mühsam durch den Schnee.	4	0	0	4	0	0	false
794	Laß los, los!« –	0	0	1	0	0	0	true
795	Die Zögerung habe sie verdrossen, und nach etwa zehn Minuten seien sie weitergegangen und so bis an den Ort der Verwüstung.	5	1	0	3	0	0	false
796	Nun schlug es zwölf im Turm; der letzte Schlag verdröhnte langsam und im nächsten Hause erhob sich ein leiser Gesang, der, von Hause zu Hause schwellend, sich über das ganze Dorf zog:	1	0	0	1	0	0	false
797	Ich hatt' ihn so lieb wie meinen eigenen Bruder.«	1	0	0	1	0	0	true
798	Auch habe die Dürre der Jahreszeit und der mit Fichtennadeln bestreute Boden keine Fußstapfen unterscheiden lassen, obgleich der Grund ringsumher wie festgestampft war.	2	0	0	2	0	0	false
799	Ein Kindelein so löbelich	1	0	0	1	0	0	false
800	Es war so still überall, so tot und kalt; man mußte an Irrlichter auf Kirchhöfen denken.	3	0	0	3	0	0	false
801	– »Dein Vater war übrigens eine gute Seele; Gott wird's nicht so genau mit ihm nehmen.	2	0	0	2	0	0	true
802	Es sei ihnen unbegreiflich, wie man dieses ins Werk gestellt, da keine Wagenspuren zu finden gewesen.	0	0	0	0	0	0	false
803	Hier habe sich einem von ihnen beim Ausgange des Waldes die Flaschenschnur in Brombeerranken verstrickt, und als er umgeschaut, habe er etwas im Gestrüpp blitzen sehen; es war die Gurtschnalle des Oberförsters, den man nun hinter den Ranken liegend fand, grad ausgestreckt, die rechte Hand um den Flintenlauf geklemmt, die andere geballt und die Stirn von einer Axt gespalten.	6	1	0	4	0	0	false
804	Von einer Jungfrau säuberlich,	0	0	0	0	0	0	false
805	Es war die erste Nacht, die sie zugebracht hatte, ohne den Atem ihres Kindes neben sich zu hören, und Friedrich kam noch immer nicht.	2	0	0	2	0	0	false
806	– Friedrich ließ den Arm seines Ohms los; beide legten schweigend den übrigen Teil des Waldes zurück und das Dorf Brede lag vor ihnen, mit seinen Lehmhütten und den einzelnen bessern Wohnungen von Ziegelsteinen, zu denen auch Simons Haus gehörte.	1	0	0	1	0	0	true
807	Da man nun überlegt, daß es zu nichts nützen könne, den Oberförster zu erwarten, sei man rasch der andern Seite des Waldes zugeschritten, in der Hoffnung, vielleicht noch einen Blick von den Frevlern zu erhaschen.	3	0	0	3	0	0	false
808	Ist uns geboren heute,	3	1	0	1	0	0	true
809	Am nächsten Abend saß Margreth schon seit einer Stunde mit ihrem Rocken vor der Tür und wartete auf ihren Knaben.	3	1	0	1	0	0	false
810	Manche behaupteten, um vier Uhr noch zu Hause oder anderswo beschäftigt gewesen zu sein, und keiner wollte etwas bemerkt haben.	3	0	0	3	0	0	false
811	Und wär' das Kindelein nicht geborn,	0	0	0	0	0	0	false
812	Die Uhr im Turm schlug sieben, das Vieh kehrte heim; er war noch immer nicht da und sie mußte aufstehen, um nach den Kühen zu schauen.	3	0	0	3	0	0	false
813	Was war zu machen?	2	0	1	0	0	0	false
814	Dies waren die Aussagen der Förster; nun kamen die Bauern an die Reihe, aus denen jedoch nichts zu bringen war.	2	0	0	2	0	0	false
815	Des freun sich alle Leute;	0	0	0	0	0	0	false
816	Sie war ärgerlich und ängstlich und wußte, daß sie beides ohne Grund war.	0	0	0	0	0	0	false
817	Das Heil ist unser aller.	0	0	0	0	0	0	false
818	Der Schein spielte auf seinen Zügen und gab ihnen ein widriges Ansehen von Magerkeit und ängstlichem Zucken.	0	0	0	0	0	0	false
819	Man mußte sich mit ihren negativen Zeugnissen begnügen.	0	0	0	0	0	0	false
820	So wären wir alle zusammen verlorn:	2	0	0	2	0	0	true
821	Als sie wieder in die dunkle Küche trat, stand Friedrich am Herde; er hatte sich vornübergebeugt und wärmte die Hände an den Kohlen.	1	0	0	1	0	0	false
822	sie waren sämtlich angesessene, unverdächtige Leute.	0	0	0	0	0	0	false
823	»Friedrich, wie geht's dem Ohm?«	0	0	1	0	0	0	true
824	Er trat ein mit einem Wesen, das sich durchaus nicht von seinem gewöhnlichen unterschied, weder gespannt noch keck.	2	0	0	2	0	0	false
825	Erlös uns von der Hölle!	2	0	1	0	0	0	true
826	– Der Knabe murmelte einige unverständliche Worte und drängte sich dicht an die Feuermauer.	0	0	0	0	0	0	true
827	O du mein liebster Jesu Christ,	0	0	0	0	0	0	true
828	Margreth blieb in der Tennentür stehen, so seltsam verändert kam ihr das Kind vor.	1	0	0	1	0	0	false
829	Friedrich ward hereingerufen.	0	0	0	0	0	0	false
830	Der du als Mensch geboren bist,	0	0	0	0	0	0	true
831	Sein Alibi zur Zeit des Mordes war leicht erwiesen.	0	0	0	0	0	0	false
832	Die zweite Strophe begann; er betete leise mit; dann die dritte und vierte.	1	0	0	1	0	0	false
833	Junge, tu dasMaul auf!	2	0	1	0	0	0	false
834	Das Verhör währte ziemlich lange und die Fragenwaren mitunter ziemlich schlau gestellt; er beantwortete sie jedoch alle offen und bestimmt und erzählte den Vorgang zwischen ihm und dem Oberförster ziemlich der Wahrheit gemäß, bis auf das Ende, das er geratener fand, für sich zu behalten.	6	0	0	6	0	0	false
835	Der Mann am Hange war in die Knie gesunken und versuchte mit zitternder Stimme einzufallen; es ward nur ein lautes Schluchzen daraus, und schwere, heiße Tropfen fielen in den Schnee.	1	0	0	1	0	0	false
836	– »Friedrich, hast du das Reden verlernt!	2	0	1	0	0	0	true
837	Da richtete der Mann sich mühselig auf und schlich langsam hinab in das Dorf.	1	0	0	1	0	0	false
838	– »Was sagst du?	2	0	1	0	0	0	true
839	Der Gerichtsschreiber saß unmutig und verlegen da.	0	0	0	0	0	0	false
840	Der Förster lag am Ausgange des Masterholzes; über dreiviertel Stunden Weges von der Schlucht, in der er Friedrich um vier Uhr angeredet und aus der dieser seine Herde schon zehn Minuten später ins Dorf getrieben.	3	1	0	1	0	0	false
841	Das Lied war geendigt und die Lichter in den Häusern begannen sich zu bewegen.	0	0	0	0	0	0	false
842	Du weißt ja doch, daß ich auf dem rechten Ohr nicht gut höre.« – Das Kind erhob seine Stimme und geriet dermaßen ins Stammeln, daß Margreth es um nichts mehr begriff.	4	1	0	4	0	0	true
843	Jedermann hatte dies gesehen; alle anwesenden Bauern beeiferten sich, es zu bezeugen; mit diesem hatte er geredet, jenem zugenickt.	0	0	0	0	0	0	false
844	»Was ist denn das?« sagte drinnen eine Frauenstimme; »die Türe klappert und der Wind geht doch nicht.«	3	0	1	3	0	0	true
845	Wieder fort?	3	0	1	1	0	0	false
846	»Wem gehört dies?«	0	0	1	0	0	0	true
847	– Er pochte stärker:	0	0	0	0	0	0	true
848	An mehreren Häusern keuchte er vorüber, dann stand er vor einem still und pochte leise an.	1	0	0	1	0	0	false
849	Einen Gruß von Meister Semmler?	2	0	1	0	0	0	false
850	Plötzlich fuhr er mit der Hand hinter sich und brachte etwas Blinkendes vor Friedrichs Auge.	0	0	0	0	0	0	false
851	»Herr Jesus!	2	0	1	0	0	0	true
852	– Geflüster in der Küche.	0	0	0	0	0	0	true
853	Verfluchter Junge, ich kann dich nicht verstehen.	0	0	0	0	0	0	true
854	Wohin?	2	0	1	0	0	0	false
855	– Friedrich sprang drei Schritt zurück.	0	0	0	0	0	0	true
856	»Um Gottes willen, laßt einen halberfrorenen Menschen ein, der aus der türkischen Sklaverei kommt!«	0	0	1	0	0	0	true
857	Die Kühe sind schon zu Hause.	3	1	0	1	0	0	false
858	Seine Augen waren rasch über das tödliche Werkzeug gefahren und schienen momentan auf einem ausgebrochenen Splitter am Stiele zu haften.	0	0	0	0	0	0	false
859	– »Um Gottes Barmherzigkeit willen, laßt mich ein!	2	0	1	0	0	0	true
860	– Sie trat heftig einige Schritte vor.	0	0	0	0	0	0	true
861	»Ich weiß es nicht,« sagte er fest.	0	0	0	0	0	0	true
862	Ich dachte Ihr wolltet mir den Schädel einschlagen.«	0	0	0	0	0	0	true
863	»Geht ins Wirtshaus,« antwortete eine andere Stimme, »das fünfte Haus von hier!«	1	1	1	1	0	0	true
864	Wart, ich muß einmal sehen, ob du keine Zunge im Munde hast!«	1	0	1	1	0	0	true
865	Nach einigem Zögern ward die Tür geöffnet und ein Mann leuchtete mit der Lampe hinaus.	0	0	0	0	0	0	false
866	Margreth stand still; ihre Blicke wurden ängstlich.	0	0	0	0	0	0	false
867	– »Sieh sie genau an,« fuhr der Gerichtschreiber fort.	0	0	0	0	0	0	true
868	Ich habe kein Geld.« –	0	0	0	0	0	0	true
869	Das Kind sah zu ihr auf, mit dem Jammerblick eines armen, halbwüchsigen Hundes, der Schildwacht stehen lernt, und begann in der Angst mit den Füßen zu stampfen und den Rücken an der Feuermauer zu reiben.	0	0	0	0	0	0	false
870	– Es war die Axt, die man in dem Schädel des Oberförsters eingeklammert gefunden hatte.	0	0	0	0	0	0	true
871	Und dennoch – »Friedrich, Friedrich!« rief sie.	1	0	1	1	0	0	true
872	»Es ist eine Axt wie andere,« sagte er dann und legte sie gleichgültig auf den Tisch.	1	0	0	1	0	0	true
873	Alle drängten sich um den Eintretenden her und musterten ihn mit scheuer Neugier.	0	0	0	0	0	0	false
